5,-0.35,0.31,9.14,501,3.0625
5,-0.43,0.27,9.10,500,8.1328125
5,-0.35,0.39,9.14,499,13.199219
5,-0.31,0.27,9.10,500,18.269531
5,-0.39,0.31,9.06,500,22.335938
5,-0.27,0.31,9.14,499,27.40625
5,-0.35,0.51,9.22,500,32.48828
5,-0.35,0.47,9.18,499,36.554688
5,-0.39,0.27,9.14,499,40.625
5,-0.39,0.20,9.10,501,45.722656
5,-0.43,0.27,9.06,499,50.789062
5,-0.39,0.31,9.18,500,55.859375
5,-0.35,0.24,9.14,500,60.929688
5,-0.31,0.51,9.22,501,65.0
5,-0.35,0.35,9.10,498,70.07031
5,-0.35,0.43,9.22,500,75.13672
5,-0.35,0.43,9.18,500,81.21094
5,-0.31,0.35,9.10,501,86.28125
5,-0.35,0.47,9.18,499,91.34766
5,-0.35,0.39,9.22,500,95.41406
5,-0.35,0.27,9.10,500,100.49609
5,-0.31,0.51,9.14,502,103.56641
5,-0.31,0.43,9.18,499,107.640625
5,-0.35,0.43,9.14,500,112.70703
5,-0.35,0.47,9.22,500,117.77734
5,-0.31,0.31,9.10,500,127.91797
5,-0.35,0.35,9.10,500,132.98828
5,-0.35,0.43,9.14,499,138.05469
5,-0.39,0.31,9.10,500,143.125
5,-0.35,0.27,9.10,500,148.1914
5,-0.35,0.39,9.14,500,153.26172
5,-0.31,0.31,9.14,499,156.32812
5,-0.35,0.31,9.14,500,161.39844
5,-0.31,0.47,9.18,499,166.47266
5,-0.31,0.47,9.22,500,171.53906
5,-0.35,0.47,9.18,500,175.60938
5,-0.31,0.51,9.22,499,178.67969
5,-0.31,0.43,9.18,498,185.82031
5,-0.39,0.24,9.14,499,190.89062
5,-0.39,0.43,9.06,500,195.95703
5,-0.27,0.43,9.10,500,201.02734
5,-0.31,0.27,9.10,499,206.09375
5,-0.35,0.27,9.10,499,211.16406
5,-0.35,0.31,9.14,500,216.23047
5,-0.39,0.27,9.10,499,220.30078
5,-0.35,0.31,9.18,501,224.3711
5,-0.39,0.31,9.10,500,229.4375
5,-0.27,0.51,9.22,500,234.51562
5,-0.39,0.35,9.14,499,238.58594
5,-0.31,0.43,9.10,501,243.65625
5,-0.31,0.55,9.14,500,248.72656
5,-0.31,0.43,9.14,500,253.79297
5,-0.35,0.35,9.02,501,257.85938
5,-0.39,0.43,9.18,501,262.9297
5,-0.31,0.31,9.18,499,268.0
5,-0.39,0.35,9.14,500,273.0664
5,-0.35,0.43,9.14,500,278.13672
5,-0.35,0.27,9.10,499,281.20312
5,-0.35,0.35,9.18,500,286.27344
5,-0.31,0.35,9.18,501,291.33984
5,-0.35,0.31,9.10,499,295.40625
5,-0.35,0.39,9.14,500,300.47656
5,-0.35,0.51,9.14,500,304.54297
5,-0.39,0.31,9.14,499,308.61328
5,-0.31,0.39,9.22,500,313.79297
5,-0.31,0.31,9.10,506,318.96875
5,-0.35,0.39,9.14,498,329.20312
5,-0.31,0.31,9.10,498,346.8125
5,-0.39,0.35,9.06,500,351.8828
5,-0.31,0.43,9.18,499,356.94922
5,-0.31,0.27,9.14,500,362.01953
5,-0.35,0.39,9.10,500,366.08594
5,-0.27,0.51,9.22,499,371.15234
5,-0.31,0.27,9.10,499,376.22266
5,-0.39,0.35,9.10,500,381.28906
5,-0.35,0.31,9.14,500,386.35938
5,-0.31,0.31,9.14,501,391.42578
5,-0.35,0.35,9.14,499,395.4961
5,-0.31,0.39,9.14,499,399.57422
5,-0.31,0.35,9.14,500,404.64062
5,-0.39,0.39,9.14,501,408.71094
5,-0.35,0.43,9.10,497,413.77734
5,-0.31,0.31,9.10,500,418.84766
5,-0.39,0.27,9.10,501,423.91406
5,-0.35,0.27,9.02,499,428.98438
5,-0.27,0.31,9.06,499,432.0547
5,-0.35,0.31,9.14,500,437.1211
5,-0.43,0.35,9.14,500,442.1914
5,-0.35,0.24,9.10,498,447.2578
5,-0.35,0.27,9.10,500,452.33203
5,-0.27,0.39,9.14,499,455.40234
5,-0.31,0.55,9.22,499,460.46875
5,-0.27,0.47,9.26,500,465.54297
5,-0.31,0.35,9.14,500,469.6172
5,-0.35,0.24,9.10,499,474.6836
5,-0.27,0.47,9.22,499,479.76562
5,-0.39,0.47,9.22,500,484.83203
5,-0.35,0.51,9.18,500,487.90234
5,-0.31,0.47,9.22,500,487.97266
5,-0.35,0.35,9.14,500,488.03906
5,-0.27,0.47,9.18,499,488.10938
5,-0.27,0.43,9.14,500,488.17578
