1,-4.94,0.51,-7.34,0,18,7,41,622
1,-5.18,1.02,-7.10,0,18,7,42,694
1,-4.86,0.90,-6.51,0,18,7,43,764
1,-4.67,1.02,-6.55,0,18,7,44,833
1,-4.63,0.55,-6.83,0,18,7,45,902
1,-4.75,0.67,-6.83,0,18,7,46,971
1,-4.98,0.55,-6.98,0,18,7,47,40
1,-5.02,0.55,-6.55,0,18,7,48,110
1,-4.94,0.55,-6.47,0,18,7,49,182
1,-4.98,0.67,-6.75,0,18,7,50,250
1,-4.90,0.67,-6.39,0,18,7,51,325
1,-4.94,0.51,-6.47,0,18,7,52,396
1,-5.02,0.39,-6.63,0,18,7,53,466
1,-5.06,0.39,-6.47,0,18,7,54,535
1,-5.22,0.31,-6.59,0,18,7,55,607
1,-5.41,0.27,-6.47,0,18,7,56,676
1,-5.37,0.82,-6.12,0,18,7,57,746
1,-5.22,0.27,-6.67,0,18,7,58,816
1,-5.53,0.43,-6.71,0,18,7,59,884
1,-6.00,0.47,-6.20,0,18,8,0,952
1,-6.28,0.55,-5.73,0,18,8,1,23
1,-6.24,0.47,-6.08,0,18,8,2,92
1,-6.08,0.24,-6.00,0,18,8,3,160
1,-6.16,0.16,-6.12,0,18,8,4,229
1,-6.32,0.20,-5.53,0,18,8,5,299
1,-6.20,0.08,-5.10,0,18,8,6,370
1,-6.20,0.04,-5.49,0,18,8,7,441
1,-6.00,-0.04,-5.49,0,18,8,8,511
1,-6.28,0.04,-5.22,0,18,8,9,580
1,-6.47,0.20,-5.53,0,18,8,10,649
1,-6.63,0.04,-5.53,0,18,8,11,719
1,-6.67,-0.12,-5.61,0,18,8,12,791
1,-6.35,0.20,-5.73,0,18,8,13,860
1,-6.16,0.39,-5.65,0,18,8,14,930
1,-6.12,0.31,-5.26,0,18,8,15,997
1,-6.35,0.24,-5.22,0,18,8,16,67
1,-6.98,1.06,-5.41,0,18,8,17,136
1,-6.20,0.31,-6.24,0,18,8,18,205
1,-6.71,0.90,-5.84,0,18,8,19,273
1,-6.43,0.27,-6.00,0,18,8,20,346
1,-6.55,0.47,-5.81,0,18,8,21,423
1,-6.35,0.43,-5.77,0,18,8,22,493
1,-6.51,0.24,-5.49,0,18,8,23,562
1,-6.39,0.20,-5.45,0,18,8,24,631
1,-6.39,0.16,-5.37,0,18,8,25,700
1,-6.32,0.00,-5.41,0,18,8,26,776
1,-6.55,0.08,-5.06,0,18,8,27,850
1,-6.75,0.24,-5.30,0,18,8,28,923
1,-6.79,0.51,-5.53,0,18,8,29,995
1,-6.67,0.39,-5.26,0,18,8,30,71
1,-6.59,0.20,-5.26,0,18,8,31,140
1,-6.59,0.20,-5.10,0,18,8,32,212
1,-6.47,0.27,-5.26,0,18,8,33,291
1,-6.47,0.20,-5.41,0,18,8,34,359
1,-6.71,0.31,-5.53,0,18,8,35,435
1,-6.67,0.39,-5.61,0,18,8,36,504
1,-6.59,0.20,-5.33,0,18,8,37,576
1,-6.59,0.20,-5.18,0,18,8,38,644
1,-6.59,0.16,-5.49,0,18,8,39,713
1,-6.55,0.24,-5.65,0,18,8,40,784
1,-6.67,0.39,-5.49,0,18,8,41,855
1,-6.59,0.43,-5.37,0,18,8,42,923
1,-6.59,0.31,-5.30,0,18,8,43,994
1,-6.43,0.27,-5.77,0,18,8,44,65
1,-6.35,0.04,-5.96,0,18,8,45,132
1,-6.79,0.16,-5.77,0,18,8,46,210
1,-6.39,0.12,-6.08,0,18,8,47,279
1,-6.16,0.08,-5.92,0,18,8,48,352
1,-6.16,-0.08,-5.81,0,18,8,49,425
1,-6.20,0.04,-5.65,0,18,8,50,496
1,-6.35,0.16,-5.57,0,18,8,51,567
1,-6.55,0.31,-5.84,0,18,8,52,640
